month,year,City Name,Province,Lat,Lng,mean_2m_air_temperature,total_precipitation,elevation,premWater,area,flooded
2,2003,Hafizabad,Punjab,32.05183795,73.5451522484539,288.462950864334,0.109549020833565,200.516817528535,23805.2549019607,2269135412.96691,NO
2,2003,Jhang,Punjab,31.1665562,72.1399889408681,289.471398074847,0.0657922044738149,153.311549841164,96400.5607843138,6203802768.94005,NO
2,2003,Jhelum,Punjab,32.82928355,73.4741991539083,286.957106811834,0.198512202521443,314.980360398312,34768.7686274509,3622008900.25824,NO
2,2003,Kasur,Punjab,31.0,74.166667,289.30301028262,0.0739585063376827,195.210531703804,16934.9803921568,3766300787.52827,NO
2,2003,Khanewal,Punjab,30.3155336,72.0684066853761,289.921545779727,0.0363475123238165,137.022996459079,25937.0156862745,4323337956.18106,NO
2,2003,Khushab,Punjab,32.1180174,72.0506826305102,287.690010190748,0.116315657499908,296.122986365639,40734.4,6501109071.85852,NO
2,2003,Lahore,Punjab,31.4568448,74.4078357280044,288.97353983669,0.134416904629873,210.595651336525,17359.9803921568,1802661354.27404,NO
2,2003,Lodhran,Punjab,29.6721973419189,71.7437930999273,290.235425657825,0.0322068390423578,118.496184511195,1341.89411764705,2665113442.32872,NO
2,2003,Mandi Bahauddin,Punjab,32.42564185,73.474581429329,287.82920330808,0.154623668048028,210.169633475345,43763.6705882352,2766052499.43366,NO
2,2003,Mianwali,Punjab,32.70435115,71.517287769999,287.368160930027,0.0915977514705636,295.528754241513,187930.301960784,5986043975.1292,YES
2,2003,Multan,Punjab,30.083333,71.666667,290.368023310645,0.032889242455592,117.311550468262,46744.9882352941,3649691883.84173,NO
2,2003,Muzaffargarh,Punjab,29.81679625,71.0009478379203,290.679859016821,0.0326825969270813,111.337012790313,160210.007843137,4508317622.69782,YES
2,2003,Nankana Sahib,Punjab,31.430542,73.8493229998461,289.019607647442,0.0710685735830881,193.350777896632,30184.7372549019,2219966614.99601,NO
2,2003,Narowal,Punjab,32.20937345,75.0336685250715,288.262602573684,0.182644394918152,254.709693241037,19819.1058823529,2322357693.07633,NO
2,2003,Okara,Punjab,30.6977587,73.73744535,289.506562903862,0.0411053819685698,177.304917174395,21292.9882352941,4446276871.86745,NO
2,2003,Pakpattan,Punjab,30.3158722,73.2403145051548,289.604977202558,0.036208712816945,160.215975814629,17662.3294117647,2688290386.33825,NO
2,2003,Rajanpur,Punjab,29.13806415,70.1249477588195,289.861775715256,0.0272359224644991,288.425606857951,170652.494117647,13097436687.2713,YES
2,2003,Rawalpindi,Punjab,33.47424225,73.4090594360754,285.704328343851,0.251182583896029,515.025990326355,10729.6039215686,4464132297.17048,NO
2,2003,Sahiwal,Punjab,30.5473425,72.8978918438348,289.521768705525,0.041437268578862,161.347338198324,5125.67450980391,3226851408.67418,NO
2,2003,Sargodha,Punjab,32.166667,72.5,288.23148410561,0.118992299222363,186.153702591182,45137.2509803921,5953360031.98025,NO
2,2003,Sheikhupura,Punjab,31.7136119,74.0261924863667,288.804184590629,0.127720305138256,207.169251631182,32734.4549019607,3622559208.98201,NO
2,2003,Sialkot,Punjab,32.4464287,74.5715832108967,288.217471672661,0.241226612529812,242.523430809687,17640.1725490195,3051715596.80477,NO
2,2003,Toba Tek Singh,Punjab,30.92940135,72.5401824956786,289.366220286136,0.0459423473818687,156.965140510164,11674.3176470588,3273903952.29682,NO
2,2003,Vehari,Punjab,29.98225005,72.3209350784457,289.903666022493,0.0330824281498106,138.362369069798,14931.5803921568,4490616731.91565,NO
2,2003,Talagang,Punjab,32.84618005,72.2340603446525,286.893753628386,0.120959650972126,460.094164022445,4060.39607843137,3094531679.35063,NO
2,2003,Layyah,Punjab,30.98483695,71.2761671451633,289.788223037623,0.0431348011498764,147.975731972157,121175.247058823,6383586948.40516,YES
2,2003,Taunsa,Punjab,30.89201435,70.6144694694478,288.944010121887,0.0517252885637847,179.484596917225,51926.7607843136,2644246079.05338,YES
2,2003,Kot Addu,Punjab,30.4301317,71.1421186027552,290.043708902207,0.0307321031878685,132.201757617442,46178.4980392156,3168215861.55836,YES
2,2003,Dera Ismail Khan,Punjab,31.827527,70.9090919,287.666136057167,0.0694568765248251,364.252073341158,135841.635294117,9397015604.61496,YES
2,2003,Rahim Yar Khan,Punjab,28.4882083999999,70.4568657704918,291.462110869729,0.0256824602481805,91.1601182333998,104705.019607843,12886848420.0345,YES
2,2003,Nawabshah,Punjab,26.3175254499999,68.3082908260808,293.260681502747,0.00526202518363297,34.811624570666,62557.6196078431,4340369686.85872,NO
2,2003,Wazirabad,Punjab,32.34553975,73.9954842829713,288.199575532345,0.172448944203076,219.192033368794,34822.7803921568,1178178021.32374,NO
2,2003,Islamabad,Islamabad,33.7368773,75.1455138,284.984122870349,0.281434256520354,606.312683315531,1936.62745098039,960535632.218882,YES
2,2003,Awaran,Balochistan,26.4643385,65.5995998534894,292.323374337693,0.00525402465799481,552.175201305393,21068.6784313725,25775972952.8311,YES
2,2003,Barkhan,Balochistan,29.99051935,69.7094178982158,284.542164750179,0.0289941312802852,1242.47211833277,2106.89803921568,4064614683.28,NO
2,2003,Chagai,Balochistan,28.8841915,63.1860714030572,289.100993352182,0.0164241276511608,886.384586772256,19141.325490196,39596822813.2843,YES
2,2003,Gwadar,Balochistan,25.27840885,63.482619600939,295.37763837057,0.00491432155123967,69.2976436449058,75357.0980392156,25914031194.0519,YES
2,2003,Kech,Balochistan,26.0055365,63.0965227106614,293.363161582251,0.0112062079849118,410.883126088361,84722.0941176471,23594201003.7484,NO
2,2003,Khuzdar,Balochistan,27.1452941,66.548977642885,287.784003674114,0.011206377515525,1113.12951649259,4203.34901960784,22983108665.5347,NO
2,2003,Lasbela,Balochistan,25.7481942,66.801986236651,294.239270770602,0.00558728427843974,271.509273456704,84701.3450980392,24107508218.6188,YES
2,2003,Musakhel,Balochistan,33.583857,69.681859,269.054887663284,0.0842770990170158,2497.21563197168,0.0,423867374.016768,NO
2,2003,Panjgur,Balochistan,26.723834,64.2229477791115,289.726820023434,0.00756916097190552,992.169044053477,6418.6431372549,17943317574.9343,NO
2,2003,Chaman,Balochistan,23.9748420715332,78.8668228494854,285.191755467604,0.0597967789104972,688.849923506573,6627625.05882353,510064535502824.0,YES
2,2003,Bagh,Azad Kashmir,34.0164639,73.6583025,276.625885280254,0.376552226940289,1625.06968864611,295.890196078431,627202927.178898,NO
2,2003,Bhimber,Azad Kashmir,32.9955718,74.0867503206126,286.764649561812,0.32411614579302,472.491229583395,1218.43529411764,1255648667.36426,NO
2,2003,Jhelum Valley,Azad Kashmir,34.21071345,73.8059912654059,272.8216233497,0.384957846509752,2114.07125295805,1489.1725490196,772678368.399192,NO
2,2003,Haveli,Azad Kashmir,33.9285098999999,74.0827175347501,273.464218981163,0.399894885763739,2296.02429189042,116.086274509803,669960110.494492,NO
2,2003,Kotli,Azad Kashmir,33.41816665,73.9662418005392,283.970030934921,0.326823605421184,859.379744849056,2255.18823529411,1540047168.64622,NO
2,2003,Mirpur,Azad Kashmir,33.2033829,73.7897192640203,286.179333547955,0.293512332921941,386.539162756648,61029.2862745098,1037595108.58845,NO
2,2003,Muzaffarabad,Azad Kashmir,34.31640505,73.5841112904986,274.290830942943,0.3509247232626,1657.49961468573,2344.96078431372,1136431051.83262,NO
2,2003,Poonch,Azad Kashmir,33.702939,74.2499015154718,275.254895953358,0.35359045729338,2109.2909315527,3.98823529411764,1678688215.28854,NO
2,2003,Astore,Gilgit Baltistan,35.2411043,74.8749726681183,260.303179594051,0.221963151399023,3801.34785514876,5431.93725490196,4579837050.56579,NO
2,2003,Ghanche,Gilgit Baltistan,35.2078282,76.4649366744058,255.034430365424,0.116895760536988,4408.31073895697,19319.6784313725,5972634872.18143,NO
2,2003,Gilgit,Gilgit Baltistan,35.9562776,74.4867236510729,259.818195177626,0.161653192269968,3434.1048920482,6855.43137254902,4198088930.51747,NO
2,2003,Hunza,Gilgit Baltistan,36.5455115,75.2069647442128,252.430056222978,0.0962424801380277,4580.72871402054,32625.8156862744,11478124778.4752,NO
2,2003,Skardu,Gilgit Baltistan,35.2022878,75.5649804097076,258.387819673545,0.165007774087201,4030.95995908116,25732.1725490196,7630652154.39695,NO
2,2003,Nagar,Gilgit Baltistan,36.3042502,74.2665200322112,254.248557448328,0.150027172891066,4067.27570404261,4428.36470588235,3368467360.17638,NO
2,2003,Kharmang,Gilgit Baltistan,34.906575,76.0847579764898,257.761915160923,0.134953467109342,4137.54381846261,4262.98039215686,2688522376.21532,NO
2,2003,Shigar,Gilgit Baltistan,35.71140515,76.0328844179479,253.600479242463,0.153641453434578,4370.79527937334,26331.6196078431,7581800733.94018,NO
2,2003,Abbottabad,Khyber Pakhtunkhwa,34.1000605499999,73.2670695922918,281.216374850178,0.306996970923932,1411.70170568274,860.56862745098,1731903220.93724,NO
2,2003,Bajaur,Khyber Pakhtunkhwa,34.7763887,71.5144196,276.426235885185,0.144758041347432,1221.58134885635,656.250980392156,1367083421.47927,NO
2,2003,Bannu,Khyber Pakhtunkhwa,32.98919595,70.6569295802631,285.314085077059,0.0724000589716027,474.321200890261,5636.65490196078,2044427175.03456,NO
2,2003,Buner,Khyber Pakhtunkhwa,34.4319388,72.5524314520676,281.51934592186,0.279909058038935,1022.72461094714,127.227450980392,1731551248.98529,NO
2,2003,Charsadda,Khyber Pakhtunkhwa,34.2531362,71.701553897875,284.867265362005,0.122145633685063,347.988913094986,10896.4274509804,983125984.316962,NO
2,2003,Chitral Lower,Khyber Pakhtunkhwa,36.03119225,71.7480456698178,259.168432465712,0.165538164768016,3634.11599798069,4693.89803921568,4590642022.88335,NO
2,2003,Hangu,Khyber Pakhtunkhwa,33.4112586975097,70.8076830098107,280.890887610313,0.0998901061799312,983.991376284283,439.694117647058,1311992290.00992,NO
2,2003,Haripur,Khyber Pakhtunkhwa,34.040329,72.8705165247918,284.735913835543,0.269545139482224,688.311521815008,31942.1098039215,1859113614.16849,YES
2,2003,Karak,Khyber Pakhtunkhwa,33.0922516499999,71.1100375291568,285.055197590572,0.0836129640528929,687.273803601631,930.670588235294,2667860737.80613,NO
2,2003,Khyber,Khyber Pakhtunkhwa,34.04066625,71.2010473053617,281.633775518731,0.0949320320717321,1362.11089989814,1664.45882352941,2810647782.16665,NO
2,2003,Kohat,Khyber Pakhtunkhwa,33.3905983,71.4271680676199,284.706670737167,0.101023871374357,570.016446043299,5259.39215686274,3484265964.99444,NO
2,2003,Kurram,Khyber Pakhtunkhwa,33.6888492,70.3855521773004,275.446803510755,0.0938776168461101,1736.22058041639,2392.63529411764,3403828136.58592,NO
2,2003,Lakki Marwat,Khyber Pakhtunkhwa,32.56916615,70.8840969797923,287.128926712582,0.0650574440432134,385.356523011897,8595.41568627451,3288159971.10615,NO
2,2003,Lower Dir,Khyber Pakhtunkhwa,34.84508525,71.8795221960266,274.919079899798,0.208418226145992,1299.85523984169,3154.53725490196,1716298322.58072,NO
2,2003,Malakand,Khyber Pakhtunkhwa,34.51656435,71.8244586374657,281.488093687427,0.186176332623282,750.306282731574,1829.25882352941,931294305.930261,NO
2,2003,Mansehra,Khyber Pakhtunkhwa,34.69500275,73.432578239748,270.487374013368,0.337920029756279,2446.43772690245,5336.22352941176,4101338747.28547,NO
2,2003,Mardan,Khyber Pakhtunkhwa,34.30204415,72.0800003413405,284.520586057737,0.165970861382567,426.191109704757,964.882352941176,1644438855.41578,NO
2,2003,Mohmand,Khyber Pakhtunkhwa,34.445445,71.3714923040439,281.177512987236,0.115476321402161,901.411106189402,1610.49803921568,2214286672.01141,NO
2,2003,North Waziristan,Khyber Pakhtunkhwa,32.9528061,69.9417203147128,279.135912894231,0.0750840876629138,1447.85105754107,1311.92156862745,4943578101.63945,YES
2,2003,Nowshera,Khyber Pakhtunkhwa,33.9155586,71.9717917289865,286.064996597182,0.131645046169037,460.588634463589,12822.1568627451,1794312572.87356,NO
2,2003,Orakzai,Khyber Pakhtunkhwa,33.69451965,70.8706089406406,279.563333486939,0.105327530832434,1578.17879679276,9.0,1380183034.70855,NO
2,2003,Peshawar,Khyber Pakhtunkhwa,33.9351402,71.5775969737104,285.390146815169,0.0995440176691279,460.118174505428,7281.92549019607,1428720311.72275,NO
2,2003,Shangla,Khyber Pakhtunkhwa,34.83472975,72.7938962288763,272.684207716944,0.338838351896487,1764.48995540091,1773.99215686274,1391945001.78662,NO
2,2003,Swabi,Khyber Pakhtunkhwa,34.13829315,72.4767178336113,285.134851696312,0.209272333686122,455.430888078501,13246.7843137254,1470815426.0597,NO
2,2003,Swat,Khyber Pakhtunkhwa,35.23247495,72.5116349607467,266.021874354221,0.254861898545939,2815.32699776109,13968.2980392156,5393804864.48558,NO
2,2003,Tank,Khyber Pakhtunkhwa,32.31715575,70.3753916300874,285.294591998244,0.0659261559588383,479.660441913644,7402.41176470588,2867340159.42716,NO
2,2003,Upper Dir,Khyber Pakhtunkhwa,35.40500215,72.1144400642014,264.857198792876,0.217487978346912,2890.43534738644,1572.39607843137,2622858797.37976,NO
2,2003,Upper Kohistan,Khyber Pakhtunkhwa,35.4230477,73.2219182383857,262.730402538282,0.25907934712849,3361.18678336691,7520.27058823529,5401930267.54808,NO
2,2003,Kolai-Palas,Khyber Pakhtunkhwa,35.06654405,73.2497670052578,266.529842713993,0.391595232125839,3022.84307600206,1763.71372549019,1177753302.44961,NO
6,2003,Badin,Sindh,24.7631784,68.8275597674353,305.957156194293,0.00473114097564898,9.3436884603151,213100.17254902,6604869609.39921,YES
6,2003,Central Karachi,Sindh,24.9478329,67.0600623010151,303.350556682953,0.00830800394877641,40.6955427548794,2.02745098039215,63482504.0361945,NO
6,2003,Dadu,Sindh,26.75140465,67.5275449056309,309.977960245013,0.004684381078264,162.741877774606,160051.650980392,8121250329.00532,NO
6,2003,East Karachi,Sindh,24.93077175,67.1603471636946,303.34963500012,0.0082991898195208,41.8482370267694,85.1960784313725,204775659.343426,NO
6,2003,Ghotki,Sindh,27.83051075,69.6965241836396,309.994085863661,0.000797831752150091,71.1510408027091,57589.4235294119,6488814207.38576,YES
6,2003,Hyderabad,Sindh,17.38878595,78.4610647345314,306.1561628031,0.00312782125014629,23.4748015237281,16939.1333333333,993453661.397525,NO
6,2003,Jacobabad,Sindh,28.18829845,68.5122930244064,310.695175034784,0.000426311395497976,57.318929607618,155002.886274509,2847607859.91677,NO
6,2003,Jamshoro,Sindh,25.7826965,67.8508724783366,305.992711758495,0.00235871972545444,207.937550283211,81279.9098039215,10839153870.1071,NO
6,2003,Kashmore,Sindh,28.2440614,69.1921340975309,310.353951966908,0.000734785808486422,70.2847842977513,178366.160784313,2741048016.85597,NO
6,2003,Khairpur,Sindh,26.9301974,68.9328854139982,309.364903351752,0.000623820929184421,56.3537579315897,91668.6352941179,15955303847.0881,NO
6,2003,Larkana,Sindh,27.5211066,68.1920865,310.866560221969,0.000109043192433968,51.4920221194933,69116.0588235294,1905287792.41552,NO
6,2003,Matiari,Sindh,25.77068465,68.4280411056249,307.692143596065,0.00129611132251584,26.2263858019572,32187.2117647058,1593602732.83262,NO
6,2003,Mirpur Khas,Sindh,25.3029306,69.1643484259357,306.693937394638,0.00247783063752076,13.7048187357897,89438.6470588235,3385804201.97821,YES
6,2003,Naushahro Feroze,Sindh,26.88547035,68.0860156005744,310.603514188117,0.000356844519698013,44.3023343099236,78207.2117647061,2827100504.42642,NO
6,2003,Sanghar,Sindh,25.97993465,69.3053323695782,307.812822719841,0.000927477753891129,29.1641137808885,147908.462745098,9891482125.49314,YES
6,2003,Shikarpur,Sindh,27.9275341033935,68.570122726817,310.554480475361,0.000242480896492471,61.2506587719855,128194.231372549,2612975653.07068,NO
6,2003,South Karachi,Sindh,24.80349715,67.0351956821958,303.274755375703,0.00842565799558986,10.4376644098494,291.141176470588,116302040.778891,NO
6,2003,Sujawal,Sindh,24.21789385,68.2489433406476,304.107413319595,0.0052254542550745,4.75347002266121,1202193.01960784,11500489408.3854,YES
6,2003,Sukkur,Sindh,27.551149,69.05497712785,310.064284035381,0.000457324828372085,64.7943651350842,101947.149019608,5136645704.60624,YES
6,2003,Tando Allahyar,Sindh,25.4695701599121,68.7523003292569,306.648038915893,0.00171481144545795,20.3428579593897,16205.0509803921,1483417668.76156,YES
6,2003,Tando Muhammad Khan,Sindh,25.0325813293457,68.4569704365193,305.742664867099,0.00370055020083427,14.7652499320973,27840.7215686274,1763050466.18053,YES
6,2003,Tharparkar,Sindh,24.94181595,70.2397390712097,306.230112266237,0.00975142554589842,62.5412407585292,130561.62745098,19846809678.3606,YES
6,2003,Thatta,Sindh,24.6496097,67.4714324825856,303.316671065244,0.00539201353463837,29.7820053341086,563654.721568628,11834853710.7182,NO
6,2003,West Karachi,Sindh,25.00860885,67.0263844553067,303.0198813246,0.00783607628668278,61.6269814439185,244.623529411764,188863591.706719,NO
6,2003,Umerkot,Sindh,25.3413056,69.753962411758,307.108271147609,0.00169224721075337,30.8474229914778,50583.7529411764,5716309988.54897,YES
6,2003,Qambar Shahdadkot,Sindh,27.65062655,67.6935122021177,310.649110271278,0.0023655894232101,140.665715215145,115460.776470588,5434634418.01689,NO
6,2003,Malir,Sindh,25.2194003999999,67.1845050618286,303.358993047761,0.00507354406115733,150.803891060035,16679.1058823529,2644619175.49701,NO
6,2003,Attock,Punjab,33.416667,72.333333,307.106119574284,0.0438747221778624,400.636303892607,20557.1725490195,6982312572.51418,NO
6,2003,Bahawalnagar,Punjab,29.58007735,72.9955051984942,309.210654726672,0.00891734889389212,151.322283203393,33012.1215686274,8760734638.28279,YES
6,2003,Bahawalpur,Punjab,28.833333,71.666667,310.121608345292,0.00379808059397281,116.321576537038,42879.7176470588,23993680292.0103,YES
6,2003,Bhakkar,Punjab,31.67245285,71.3389501174221,310.423752047143,0.0189590169794045,172.852952951584,47217.431372549,8528401475.74633,NO
6,2003,Chakwal,Punjab,32.89623015,72.8416280062722,306.223715433374,0.0601026401984418,546.690650627897,4197.31372549019,3335774516.03897,YES
6,2003,Chiniot,Punjab,31.66966085,72.7969624607744,308.831503266103,0.0250554783280984,176.719369383154,50383.1098039215,2612192792.30203,YES
6,2003,Dera Ghazi Khan,Punjab,30.4545805,70.3976711824874,306.907232278701,0.032075667522969,501.017938222032,115223.768627451,9101489383.44213,NO
6,2003,Faisalabad,Punjab,31.25,73.0,308.65832788843,0.0221665463926531,180.51266574112,19650.6588235294,5952555820.30112,NO
6,2003,Gujranwala,Punjab,32.07442515,74.1577942428708,307.856068927864,0.051334255121076,218.337883182311,4292.27843137254,2448352428.01087,YES
6,2003,Gujrat,Punjab,32.583333,73.75,306.449870826935,0.0471002571224996,255.679238941173,35021.1176470587,2988005200.28335,YES
6,2003,Hafizabad,Punjab,32.05183795,73.5451522484539,308.163236957884,0.0317929411725135,200.516817528535,23805.2549019607,2269135412.96691,YES
6,2003,Jhang,Punjab,31.1665562,72.1399889408681,310.225811945763,0.0158968075683465,153.311549841164,96400.5607843138,6203802768.94005,YES
6,2003,Jhelum,Punjab,32.82928355,73.4741991539083,305.816644676262,0.0629782137347985,314.980360398312,34768.7686274509,3622008900.25824,YES
6,2003,Kasur,Punjab,31.0,74.166667,308.441993110086,0.0321263516417872,195.210531703804,16934.9803921568,3766300787.52827,YES
6,2003,Khanewal,Punjab,30.3155336,72.0684066853761,309.593325564408,0.0101448524500071,137.022996459079,25937.0156862745,4323337956.18106,YES
6,2003,Khushab,Punjab,32.1180174,72.0506826305102,308.446488482266,0.0307988434282258,296.122986365639,40734.4,6501109071.85852,YES
6,2003,Lahore,Punjab,31.4568448,74.4078357280044,308.090522325065,0.0442954892820754,210.595651336525,17359.9803921568,1802661354.27404,YES
6,2003,Lodhran,Punjab,29.6721973419189,71.7437930999273,309.317313684532,0.0066193412359983,118.496184511195,1341.89411764705,2665113442.32872,NO
6,2003,Mandi Bahauddin,Punjab,32.42564185,73.474581429329,307.172262082201,0.0390813544495263,210.169633475345,43763.6705882352,2766052499.43366,YES
6,2003,Mianwali,Punjab,32.70435115,71.517287769999,308.600694000594,0.0307327356089822,295.528754241513,187930.301960784,5986043975.1292,NO
6,2003,Multan,Punjab,30.083333,71.666667,309.911801842214,0.0092632539977856,117.311550468262,46744.9882352941,3649691883.84173,YES
6,2003,Muzaffargarh,Punjab,29.81679625,71.0009478379203,309.979238122203,0.00794631589766914,111.337012790313,160210.007843137,4508317622.69782,YES
6,2003,Nankana Sahib,Punjab,31.430542,73.8493229998461,308.553641435264,0.0287365779095176,193.350777896632,30184.7372549019,2219966614.99601,YES
6,2003,Narowal,Punjab,32.20937345,75.0336685250715,305.958394617807,0.0744319906068444,254.709693241037,19819.1058823529,2322357693.07633,YES
6,2003,Okara,Punjab,30.6977587,73.73744535,308.593059309288,0.0181987867025911,177.304917174395,21292.9882352941,4446276871.86745,NO
6,2003,Pakpattan,Punjab,30.3158722,73.2403145051548,308.578193386388,0.0094327210779136,160.215975814629,17662.3294117647,2688290386.33825,NO
6,2003,Rajanpur,Punjab,29.13806415,70.1249477588195,309.066789230996,0.0163300713806588,288.425606857951,170652.494117647,13097436687.2713,NO
6,2003,Rawalpindi,Punjab,33.47424225,73.4090594360754,305.014445327372,0.0491245050251841,515.025990326355,10729.6039215686,4464132297.17048,YES
6,2003,Sahiwal,Punjab,30.5473425,72.8978918438348,308.738553659484,0.0110269690682682,161.347338198324,5125.67450980391,3226851408.67418,YES
6,2003,Sargodha,Punjab,32.166667,72.5,308.205102616014,0.0253390955349128,186.153702591182,45137.2509803921,5953360031.98025,YES
6,2003,Sheikhupura,Punjab,31.7136119,74.0261924863667,308.280611497364,0.0396549261647497,207.169251631182,32734.4549019607,3622559208.98201,YES
6,2003,Sialkot,Punjab,32.4464287,74.5715832108967,306.663686511347,0.0631957082716767,242.523430809687,17640.1725490195,3051715596.80477,YES
6,2003,Toba Tek Singh,Punjab,30.92940135,72.5401824956786,309.1558932284,0.0132187840851068,156.965140510164,11674.3176470588,3273903952.29682,NO
6,2003,Vehari,Punjab,29.98225005,72.3209350784457,308.929346643072,0.00703731724845092,138.362369069798,14931.5803921568,4490616731.91565,NO
6,2003,Talagang,Punjab,32.84618005,72.2340603446525,307.248672597825,0.0484185525366576,460.094164022445,4060.39607843137,3094531679.35063,NO
6,2003,Layyah,Punjab,30.98483695,71.2761671451633,310.794601394772,0.00971103451157095,147.975731972157,121175.247058823,6383586948.40516,NO
